scope,cpg,gene,in_type2_panel,type2_match
all_tissues,cg07258838,FAM26D;BET3L,False,
all_tissues,cg07267550,PRCD,False,
all_tissues,cg07269682,TSPAN4;POLR2L,False,
all_tissues,cg07274590,-,False,
all_tissues,cg07277633,ATP2C2,False,
all_tissues,cg07279321,PHACTR1,False,
all_tissues,cg07291836,TP53RK,False,
all_tissues,cg07298431,PRDM10,False,
all_tissues,cg07313835,POU2F1,False,
all_tissues,cg07316166,-,False,
all_tissues,cg07324381,GPSM1;LOC26102,False,
all_tissues,cg07336426,-,False,
all_tissues,cg07337602,ST6GAL1,False,
all_tissues,cg07344172,KIF21B,False,
all_tissues,cg07344315,RAP1B,False,
all_tissues,cg07350501,CSDAP1,False,
all_tissues,cg07352158,FSTL1,False,
all_tissues,cg07359306,ITIH1,False,
all_tissues,cg07368796,-,False,
all_tissues,cg07374808,BRUNOL4,False,
all_tissues,cg07380590,-,False,
all_tissues,cg07385573,USP36,False,
all_tissues,cg07387383,-,False,
all_tissues,cg07393674,-,False,
all_tissues,cg07403899,-,False,
all_tissues,cg07405370,DNAJC5,False,
all_tissues,cg07411238,B4GALNT1,False,
all_tissues,cg07414492,ADAM33,False,
all_tissues,cg07418175,D4S234E,False,
all_tissues,cg07422042,LOC150197,False,
all_tissues,cg07435331,-,False,
all_tissues,cg07439157,CYGB,False,
all_tissues,cg07443710,-,False,
all_tissues,cg07446767,-,False,
all_tissues,cg07449799,ZNF35,False,
all_tissues,cg07452706,NUDT14,False,
all_tissues,cg07457252,-,False,
all_tissues,cg07463445,-,False,
all_tissues,cg07471461,-,False,
all_tissues,cg07488576,SDPR,False,
all_tissues,cg07507518,FRMD6,False,
all_tissues,cg07517893,PPP1R13L,False,
all_tissues,cg07533630,IFI30,False,
all_tissues,cg07552087,MLST8,False,
all_tissues,cg07557690,TGFBR3,False,
all_tissues,cg07559178,-,False,
all_tissues,cg07564962,-,False,
all_tissues,cg07601967,PAK7,False,
all_tissues,cg07609780,-,False,
all_tissues,cg07613752,-,False,
all_tissues,cg07614623,-,False,
all_tissues,cg07617814,ZNF217,False,
all_tissues,cg07618453,KCNQ1,False,
all_tissues,cg07619672,DAPK2,False,
all_tissues,cg07621645,ARHGAP15,False,
all_tissues,cg07621749,LTK,False,
all_tissues,cg07624918,-,False,
all_tissues,cg07633835,FBXO18,False,
all_tissues,cg07639982,CAMK1D,False,
all_tissues,cg07646362,-,False,
all_tissues,cg07651832,-,False,
all_tissues,cg07654282,OR6B1,False,
all_tissues,cg07660671,SOX7,False,
all_tissues,cg07664999,RIMS2,False,
all_tissues,cg07671644,PRKD3,False,
all_tissues,cg07677850,ADORA2B,False,
all_tissues,cg07688779,MEIS2,False,
all_tissues,cg07690734,LRRC27,False,
all_tissues,cg07691152,-,False,
all_tissues,cg07692939,ELTD1,False,
all_tissues,cg07693617,PRKCZ,False,
all_tissues,cg07693974,ORAI3,False,
all_tissues,cg07700925,-,False,
all_tissues,cg07704981,NOS2,False,
all_tissues,cg07706053,PAX7,False,
all_tissues,cg07711387,-,False,
all_tissues,cg07717632,C9orf167,False,
all_tissues,cg07721569,TFAP2A,False,
all_tissues,cg07723158,KISS1R,False,
all_tissues,cg07727884,MFAP4,False,
all_tissues,cg07729082,ZC3H18,False,
all_tissues,cg07733260,SETMAR,False,
all_tissues,cg07747220,OXT,False,
all_tissues,cg07748741,UBTD1,False,
all_tissues,cg07750741,CYFIP2,False,
all_tissues,cg07760161,TP53;WRAP53,False,
all_tissues,cg07763376,COL23A1,False,
all_tissues,cg07771727,-,False,
all_tissues,cg07781995,-,False,
all_tissues,cg07793638,PHF13,False,
all_tissues,cg07795614,-,False,
all_tissues,cg07795928,ITPKB,False,
all_tissues,cg07798560,-,False,
all_tissues,cg07799572,NAIP,False,
all_tissues,cg07804289,SPRR2C,False,
all_tissues,cg07805604,CCDC106,False,
all_tissues,cg07808899,-,False,
all_tissues,cg07809176,REP15,False,
all_tissues,cg07813851,CAMTA1,False,
all_tissues,cg07816074,SH3TC1,False,
all_tissues,cg07819010,-,False,
all_tissues,cg07835443,C16orf55,False,
all_tissues,cg07841173,GATA2,False,
all_tissues,cg07846167,FBLIM1,False,
all_tissues,cg07861448,MSC,False,
all_tissues,cg07862461,SIRPA,False,
all_tissues,cg07862554,MME,False,
all_tissues,cg07869839,SIGLEC15,False,
all_tissues,cg07870528,-,False,
all_tissues,cg07875121,PFDN1,False,
all_tissues,cg07877229,EPHB6,False,
all_tissues,cg07891533,-,False,
all_tissues,cg07893474,C3orf43,False,
all_tissues,cg07908654,-,False,
all_tissues,cg07914457,NR0B2,False,
all_tissues,cg07914856,-,False,
all_tissues,cg07915730,TSPAN9,False,
all_tissues,cg07916022,GPR39;LYPD1,False,
all_tissues,cg07935340,NPPC,False,
all_tissues,cg07948968,SEPT12;LOC440335,False,
all_tissues,cg07954423,FAM102A,False,
all_tissues,cg07955126,LRPAP1,False,
all_tissues,cg07961479,VSIG8;C1orf204,False,
all_tissues,cg07967632,LRRK1,False,
all_tissues,cg07968770,TMEM159;DNAH3,False,
all_tissues,cg07970948,ZNF862,False,
all_tissues,cg07979747,DDR1,False,
all_tissues,cg07993350,FGFBP1,False,
all_tissues,cg07999415,NUMA1,False,
all_tissues,cg08000684,RGL3,False,
all_tissues,cg08003789,-,False,
all_tissues,cg08015382,-,False,
all_tissues,cg08017911,AGPAT9,False,
all_tissues,cg08018572,LMF1,False,
all_tissues,cg08030282,F11R,False,
all_tissues,cg08042322,NT5DC3,False,
all_tissues,cg08044454,ELMO1,False,
all_tissues,cg08047482,RAB3D,False,
all_tissues,cg08065733,INHBB,False,
all_tissues,cg08076018,ANGPTL2;RALGPS1,False,
all_tissues,cg08078751,-,False,
all_tissues,cg08082810,-,False,
all_tissues,cg08085199,CIRH1A,False,
all_tissues,cg08085357,SOX2OT,False,
all_tissues,cg08098868,ANKFN1,False,
all_tissues,cg08101174,-,False,
all_tissues,cg08106339,OR51A2,False,
all_tissues,cg08110693,PXT1,False,
all_tissues,cg08123528,RYBP,False,
all_tissues,cg08126542,-,False,
all_tissues,cg08126875,-,False,
all_tissues,cg08129761,C6orf126,False,
all_tissues,cg08134680,EPHA10,False,
all_tissues,cg08136042,FIGNL2,False,
all_tissues,cg08140055,KY,False,
all_tissues,cg08142918,FOXF1,False,
all_tissues,cg08145177,ABHD8,False,
all_tissues,cg08146323,ZNF835,False,
all_tissues,cg08148802,LSP1,False,
all_tissues,cg08151442,LRRFIP1,False,
all_tissues,cg08154963,RAD51L3,False,
all_tissues,cg08158662,-,False,
all_tissues,cg08158862,NR5A2,False,
all_tissues,cg08161491,SDHC,False,
all_tissues,cg08161802,SDC3,False,
all_tissues,cg08173709,FOXP1,False,
all_tissues,cg08178956,-,False,
all_tissues,cg08183407,-,False,
all_tissues,cg08184936,-,False,
all_tissues,cg08185345,EFNA3,False,
all_tissues,cg08193579,LRRC34,False,
all_tissues,cg08198176,ITGA9,False,
all_tissues,cg08202836,LRRC33,False,
all_tissues,cg08204162,PEBP4,False,
all_tissues,cg08206318,PITX1,False,
all_tissues,cg08207604,DEF6,False,
all_tissues,cg08239753,PPP1R3E,False,
all_tissues,cg08239906,RNF126,False,
all_tissues,cg08251815,C2orf89,False,
all_tissues,cg08253808,WDR20,False,
all_tissues,cg08256939,ADORA3,False,
all_tissues,cg08268892,ARID1B,False,
all_tissues,cg08273640,TBC1D14,False,
all_tissues,cg08273772,ATXN2,False,
all_tissues,cg08284993,ANKRD11,False,
all_tissues,cg08288016,FAT1,False,
all_tissues,cg08293531,LRRK1,False,
all_tissues,cg08310008,-,False,
all_tissues,cg08312765,-,False,
all_tissues,cg08313539,-,False,
all_tissues,cg08315145,INPPL1,False,
all_tissues,cg08317263,CCDC69,False,
all_tissues,cg08319974,-,False,
all_tissues,cg08349400,GCLC,False,
all_tissues,cg08355260,LOC151534;LBX2,False,
all_tissues,cg08357125,-,False,
all_tissues,cg08358683,NNT,False,
all_tissues,cg08370173,-,False,
all_tissues,cg08374746,AGAP1,False,
all_tissues,cg08375286,DAXX,False,
all_tissues,cg08382332,-,False,
all_tissues,cg08388111,DDIT4,False,
all_tissues,cg08392484,ELL2,False,
all_tissues,cg08393788,-,False,
all_tissues,cg08394896,FBXL18,False,
all_tissues,cg08396863,TUBA4B;TUBA4A,False,
all_tissues,cg08404225,IL5RA,True,IL5RA
all_tissues,cg08411833,-,False,
all_tissues,cg08412537,-,False,
all_tissues,cg08413427,DBF4B,False,
all_tissues,cg08420239,ZNF768,False,
all_tissues,cg08425187,-,False,
all_tissues,cg08426951,CCDC61;MIR769,False,
all_tissues,cg08427717,ICAM1,False,
all_tissues,cg08429256,SLC16A3,False,
all_tissues,cg08435683,SLC23A2,False,
all_tissues,cg08438071,PANK1,False,
all_tissues,cg08443717,-,False,
all_tissues,cg08447934,ACVRL1,False,
all_tissues,cg08448751,SEMA3G,False,
all_tissues,cg08454563,SLC35E4,False,
all_tissues,cg08458678,SHANK2,False,
all_tissues,cg08462941,PTPRS,False,
all_tissues,cg08463297,-,False,
all_tissues,cg08466792,-,False,
all_tissues,cg08472341,-,False,
all_tissues,cg08472633,GALNS,False,
all_tissues,cg08472795,HS6ST1,False,
all_tissues,cg08477158,BCAS3,False,
all_tissues,cg08480774,KIAA0182,False,
all_tissues,cg08499881,AANAT,False,
all_tissues,cg08504583,SLAIN1,False,
all_tissues,cg08529345,-,False,
all_tissues,cg08535978,MBNL1,False,
all_tissues,cg08541297,IGFBP3,False,
all_tissues,cg08541457,-,False,
all_tissues,cg08541642,SYN2,False,
all_tissues,cg08543327,SLC12A7,False,
all_tissues,cg08548089,-,False,
all_tissues,cg08562099,MSI2,False,
all_tissues,cg08563299,NWD1,False,
all_tissues,cg08568554,BIVM,False,
all_tissues,cg08569517,TMPRSS9,False,
all_tissues,cg08571304,DLG5,False,
all_tissues,cg08572336,SHANK1,False,
all_tissues,cg08573355,TAPBP;ZBTB22,False,
all_tissues,cg08574558,-,False,
all_tissues,cg08575894,-,False,
all_tissues,cg08577953,-,False,
all_tissues,cg08607612,-,False,
all_tissues,cg08614871,KLF6,False,
all_tissues,cg08615567,CPXM2,False,
all_tissues,cg08622757,MNX1,False,
all_tissues,cg08625239,SLFN5,False,
all_tissues,cg08639339,SLC45A3,False,
all_tissues,cg08640475,-,False,
all_tissues,cg08642068,SPAG4L,False,
all_tissues,cg08642285,CALML4,False,
all_tissues,cg08651538,C5orf13,False,
all_tissues,cg08652369,LRIG1,False,
all_tissues,cg08666707,-,False,
all_tissues,cg08671647,PCDH7,False,
all_tissues,cg08676249,AUTS2,False,
all_tissues,cg08691422,TP53;WRAP53,False,
all_tissues,cg08692006,TNFAIP8L1,False,
all_tissues,cg08693745,-,False,
all_tissues,cg08710629,SLC7A5,False,
all_tissues,cg08715226,TNFRSF6B,False,
all_tissues,cg08716396,SDHC;LOC642502,False,
all_tissues,cg08726338,PLEKHH2;LOC728819,False,
all_tissues,cg08730743,SKI,False,
all_tissues,cg08747889,PTK7,False,
all_tissues,cg08749351,TIMP2,False,
all_tissues,cg08764599,-,False,
all_tissues,cg08767938,-,False,
all_tissues,cg08772567,KCNMA1,False,
all_tissues,cg08773180,PRG2,False,
all_tissues,cg08776014,RIPK4,False,
all_tissues,cg08776109,HYAL2,False,
all_tissues,cg08782002,CCDC47,False,
all_tissues,cg08784934,DIP2C,False,
all_tissues,cg08787791,C13orf30,False,
all_tissues,cg08807995,SOLH,False,
all_tissues,cg08811314,CMIP,False,
all_tissues,cg08820104,-,False,
all_tissues,cg08826152,ADORA2B,False,
all_tissues,cg08827454,-,False,
all_tissues,cg08827674,LLGL2,False,
all_tissues,cg08833675,SOX7,False,
all_tissues,cg08843064,-,False,
all_tissues,cg08848753,SLC26A1,False,
all_tissues,cg08848903,TGFBR3,False,
all_tissues,cg08849628,-,False,
all_tissues,cg08853735,-,False,
all_tissues,cg08858998,-,False,
all_tissues,cg08862373,-,False,
all_tissues,cg08866794,C6orf132,False,
all_tissues,cg08886063,VPS53,False,
all_tissues,cg08905753,HLA-DOB,False,
all_tissues,cg08916374,POLR3GL;ANKRD34A,False,
all_tissues,cg08923349,RRAS2,False,
all_tissues,cg08940169,ZFPM1,False,
all_tissues,cg08942527,EFNA5,False,
all_tissues,cg08943494,PRR5L,False,
all_tissues,cg08946601,NR2E1,False,
all_tissues,cg08949974,RBM47,False,
all_tissues,cg08956463,TREML2,False,
all_tissues,cg08959182,-,False,
all_tissues,cg08959230,ZNF48,False,
all_tissues,cg08966306,-,False,
all_tissues,cg08969102,-,False,
all_tissues,cg08973717,DDAH2,False,
all_tissues,cg08978665,IL32,False,
all_tissues,cg08981041,-,False,
all_tissues,cg08986840,-,False,
all_tissues,cg09001591,FAM179A,False,
all_tissues,cg09004195,EPHA4,False,
all_tissues,cg09005159,CLIP2,False,
all_tissues,cg09011891,-,False,
all_tissues,cg09012001,IFFO2,False,
all_tissues,cg09018739,CPNE2,False,
all_tissues,cg09020649,FZD6,False,
all_tissues,cg09028855,EIF2S2,False,
all_tissues,cg09037813,LRRFIP1,False,
all_tissues,cg09048129,USP2,False,
all_tissues,cg09051119,MYH9,False,
all_tissues,cg09061454,ZNF668,False,
all_tissues,cg09072560,MARCKSL1,False,
all_tissues,cg09076337,TSHR,False,
all_tissues,cg09078527,-,False,
all_tissues,cg09080522,PARVG,False,
all_tissues,cg09089242,LMO2,False,
all_tissues,cg09092280,-,False,
all_tissues,cg09107710,TNXB,False,
all_tissues,cg09116618,-,False,
all_tissues,cg09117778,-,False,
all_tissues,cg09120171,NLK,False,
all_tissues,cg09128169,MFHAS1,False,
all_tissues,cg09132058,-,False,
all_tissues,cg09143964,FAM196B;DOCK2,False,
all_tissues,cg09147140,KBTBD11,False,
all_tissues,cg09148344,CAMTA1,False,
all_tissues,cg09168808,-,False,
all_tissues,cg09171638,B3GNTL1,False,
all_tissues,cg09175620,LDLRAD1,False,
all_tissues,cg09181559,OVOL1,False,
all_tissues,cg09182435,CAMTA1,False,
all_tissues,cg09212118,GUCA2A,False,
all_tissues,cg09219547,RPS6KA2,False,
all_tissues,cg09223851,SH2B2,False,
all_tissues,cg09225373,-,False,
all_tissues,cg09226596,-,False,
all_tissues,cg09234161,CCDC102A,False,
all_tissues,cg09248276,-,False,
all_tissues,cg09249101,-,False,
all_tissues,cg09249800,ACOT7,False,
all_tissues,cg09251328,OAZ3,False,
all_tissues,cg09251737,RPL23AP64;CCDC84,False,
all_tissues,cg09257526,IL6R,False,
all_tissues,cg09269945,BMP7,False,
all_tissues,cg09270346,-,False,
all_tissues,cg09289674,GLDN,False,
all_tissues,cg09290600,-,False,
all_tissues,cg09314196,ZNF492,False,
all_tissues,cg09314700,-,False,
all_tissues,cg09332506,COPA,False,
all_tissues,cg09333785,SH3TC1,False,
all_tissues,cg09335712,TEX2,False,
all_tissues,cg09336988,ARHGEF1,False,
all_tissues,cg09344028,-,False,
all_tissues,cg09355027,-,False,
all_tissues,cg09357438,SPINK2,False,
all_tissues,cg09360974,-,False,
all_tissues,cg09366342,PAX7,False,
all_tissues,cg09372546,MFSD3,False,
all_tissues,cg09377531,TRAPPC9,False,
all_tissues,cg09378756,PCK2,False,
all_tissues,cg09410271,CD86,False,
all_tissues,cg09417809,-,False,
all_tissues,cg09419444,WWP2,False,
all_tissues,cg09440603,NCRNA00111,False,
all_tissues,cg09446896,AAK1,False,
all_tissues,cg09449069,-,False,
all_tissues,cg09451092,CCDC19,False,
all_tissues,cg09462576,MRPL55,False,
all_tissues,cg09470010,GBF1,False,
all_tissues,cg09482611,CST6,False,
all_tissues,cg09486902,-,False,
all_tissues,cg09489306,-,False,
all_tissues,cg09491828,-,False,
all_tissues,cg09494609,TENC1,False,
all_tissues,cg09499482,FBXL22,False,
all_tissues,cg09507215,ATP11A,False,
all_tissues,cg09509183,IRF6,False,
all_tissues,cg09513259,GBGT1,False,
all_tissues,cg09513276,BMP7,False,
all_tissues,cg09534489,IFT140,False,
all_tissues,cg09537533,-,False,
all_tissues,cg09537620,PAX6,False,
all_tissues,cg09545579,BAHCC1,False,
all_tissues,cg09553380,ADAM23,False,
all_tissues,cg09557462,ADRA1A,False,
all_tissues,cg09557766,-,False,
all_tissues,cg09565310,MCC,False,
all_tissues,cg09565319,SMOC2,False,
all_tissues,cg09577575,-,False,
all_tissues,cg09579833,UBA7,False,
all_tissues,cg09584591,TGFBI,False,
all_tissues,cg09586183,TLX1;TLX1NB,False,
all_tissues,cg09596116,MIR148A,False,
all_tissues,cg09619786,RPP25,False,
all_tissues,cg09632271,STAP1,False,
all_tissues,cg09641578,BAHD1,False,
all_tissues,cg09646173,PDE6A,False,
all_tissues,cg09658645,ENPP7,False,
all_tissues,cg09662852,-,False,
all_tissues,cg09673208,ODZ4,False,
all_tissues,cg09676390,ADARB1;C21orf122,False,
all_tissues,cg09678212,CTNNB1,False,
all_tissues,cg09692822,INTS1,False,
all_tissues,cg09695261,TMEM105,False,
all_tissues,cg09696385,SND1,False,
all_tissues,cg09696535,BPIL2,False,
all_tissues,cg09700210,MYOCD,False,
all_tissues,cg09700701,GAL3ST3,False,
all_tissues,cg09701144,-,False,
all_tissues,cg09709472,SOX7,False,
all_tissues,cg09723161,LFNG,False,
all_tissues,cg09730500,GPR56,False,
all_tissues,cg09734761,-,False,
all_tissues,cg09747633,-,False,
all_tissues,cg09754110,CASZ1,False,
all_tissues,cg09754272,C1orf61,False,
all_tissues,cg09766547,NOD1,False,
all_tissues,cg09768821,UQCRHL,False,
all_tissues,cg09774932,WNT5B,False,
all_tissues,cg09780241,-,False,
all_tissues,cg09784168,DOCK4,False,
all_tissues,cg09791743,CNPY3,False,
all_tissues,cg09793776,PPP1CA,False,
all_tissues,cg09809672,EDARADD,False,
all_tissues,cg09813986,ZFR,False,
all_tissues,cg09816018,TRIM31,False,
all_tissues,cg09820180,-,False,
all_tissues,cg09824603,-,False,
all_tissues,cg09834049,CDH24,False,
all_tissues,cg09847368,GALNT2,False,
all_tissues,cg09859596,ALPL,False,
all_tissues,cg09863066,PVALB,False,
all_tissues,cg09868354,-,False,
all_tissues,cg09871265,-,False,
all_tissues,cg09882901,-,False,
all_tissues,cg09890077,NAALADL2,False,
all_tissues,cg09894383,HSD17B2,False,
all_tissues,cg09907758,C11orf95,False,
all_tissues,cg09911485,DEGS2,False,
all_tissues,cg09915500,ETS1,False,
all_tissues,cg09921555,TOMM34,False,
all_tissues,cg09933329,GCK,False,
all_tissues,cg09940188,SMYD4,False,
all_tissues,cg09941381,RTKN2,False,
all_tissues,cg09941406,-,False,
all_tissues,cg09959718,SLC3A1,False,
all_tissues,cg09965939,NIPAL2,False,
all_tissues,cg09976716,CAPZB,False,
all_tissues,cg09981533,BAT1,False,
all_tissues,cg09983546,-,False,
all_tissues,cg09985832,FAM150B,False,
all_tissues,cg10006419,SPEM1,False,
all_tissues,cg10022788,GNA15,False,
all_tissues,cg10024583,TBKBP1,False,
all_tissues,cg10042132,-,False,
all_tissues,cg10049789,SH3TC1,False,
all_tissues,cg10054641,TMEM71,False,
all_tissues,cg10055398,HLA-DPB2,False,
all_tissues,cg10055950,C1GALT1,False,
all_tissues,cg10056482,EEPD1,False,
all_tissues,cg10056728,PA2G4;ERBB3,False,
all_tissues,cg10057098,LOC728448;BMP8A,False,
all_tissues,cg10057879,RHBDL3,False,
all_tissues,cg10075287,ZNF385B,False,
all_tissues,cg10075360,DPYSL2,False,
all_tissues,cg10077746,DUSP6,False,
all_tissues,cg10091866,HMCN1,False,
all_tissues,cg10096040,-,False,
all_tissues,cg10099827,-,False,
all_tissues,cg10101773,JDP2,False,
all_tissues,cg10110884,AADAC,False,
all_tissues,cg10111816,CDR2,False,
all_tissues,cg10112017,-,False,
all_tissues,cg10127660,REEP4,False,
all_tissues,cg10127921,-,False,
all_tissues,cg10130088,-,False,
all_tissues,cg10132273,CHRNA2,False,
all_tissues,cg10133935,DAZAP1,False,
all_tissues,cg10138630,EVPL,False,
all_tissues,cg10142874,LPIN1,False,
all_tissues,cg10143426,TP73;WDR8,False,
all_tissues,cg10149582,CMTM5,False,
all_tissues,cg10156042,DEPDC5,False,
all_tissues,cg10159529,IL5RA,True,IL5RA
all_tissues,cg10163122,C6orf106,False,
all_tissues,cg10168330,PTK2B,False,
all_tissues,cg10168635,C2orf88,False,
all_tissues,cg10172253,TTLL7,False,
all_tissues,cg10186733,-,False,
all_tissues,cg10187792,RAB37,False,
all_tissues,cg10194536,NXN,False,
all_tissues,cg10205045,ANP32A,False,
all_tissues,cg10211873,KIAA0513,False,
all_tissues,cg10227919,RFX2,False,
all_tissues,cg10238080,-,False,
all_tissues,cg10240148,-,False,
all_tissues,cg10242372,-,False,
all_tissues,cg10244976,LMF1,False,
all_tissues,cg10246903,-,False,
all_tissues,cg10257332,DHX30,False,
all_tissues,cg10264529,PCK2,False,
all_tissues,cg10285618,MIR559;EPCAM,False,
all_tissues,cg10298741,ZFHX3,False,
all_tissues,cg10299610,-,False,
all_tissues,cg10301767,-,False,
all_tissues,cg10310595,HLA-DMB,False,
all_tissues,cg10328171,KIAA0513,False,
all_tissues,cg10338112,-,False,
all_tissues,cg10371414,-,False,
all_tissues,cg10378083,-,False,
all_tissues,cg10381071,TLE3,False,
all_tissues,cg10385208,CCDC49,False,
all_tissues,cg10387956,HEXA,False,
all_tissues,cg10398455,EXOC6B,False,
all_tissues,cg10408731,CCT6P1,False,
all_tissues,cg10409981,-,False,
all_tissues,cg10413136,SH3TC1,False,
all_tissues,cg10416963,PRDM5,False,
all_tissues,cg10434728,IQGAP1,False,
all_tissues,cg10437839,PPP2R5B,False,
all_tissues,cg10454864,-,False,
all_tissues,cg10459187,PAPD5,False,
all_tissues,cg10460168,SRP19,False,
all_tissues,cg10462803,-,False,
all_tissues,cg10464130,KALRN,False,
all_tissues,cg10493055,TSPAN5,False,
all_tissues,cg10495047,-,False,
all_tissues,cg10499493,RPL31;TBC1D8,False,
all_tissues,cg10499753,CPNE7,False,
all_tissues,cg10502324,-,False,
all_tissues,cg10511467,CMIP,False,
all_tissues,cg10512886,ZNF385A,False,
all_tissues,cg10515232,HDAC4,False,
all_tissues,cg10523140,TBC1D8,False,
all_tissues,cg10531637,C22orf41,False,
all_tissues,cg10540110,KDM5B,False,
all_tissues,cg10546817,-,False,
all_tissues,cg10549018,TLL2,False,
all_tissues,cg10549933,-,False,
all_tissues,cg10552106,IGSF10,False,
all_tissues,cg10555106,LOC388588,False,
all_tissues,cg10557552,WDR20,False,
all_tissues,cg10574566,-,False,
all_tissues,cg10582648,IFFO2,False,
all_tissues,cg10587854,-,False,
all_tissues,cg10589447,-,False,
all_tissues,cg10604851,-,False,
all_tissues,cg10606923,CYFIP2,False,
all_tissues,cg10609442,NCOR2,False,
all_tissues,cg10611016,C11orf42,False,
all_tissues,cg10611760,ACHE,False,
all_tissues,cg10618882,LRRC25,False,
all_tissues,cg10625096,-,False,
all_tissues,cg10634136,FZD7,False,
all_tissues,cg10636020,KCNH2,False,
all_tissues,cg10636896,-,False,
all_tissues,cg10648763,TGFBI,False,
all_tissues,cg10651168,ICAM1,False,
all_tissues,cg10658438,GP5,False,
all_tissues,cg10658573,-,False,
all_tissues,cg10660253,NANOG,False,
all_tissues,cg10668363,ZNF175,False,
all_tissues,cg10687936,ZNF148,False,
all_tissues,cg10690440,-,False,
all_tissues,cg10691109,PRKAR2B,False,
all_tissues,cg10700564,ASCL1,False,
all_tissues,cg10704177,INADL,False,
all_tissues,cg10710218,ACOT11,False,
all_tissues,cg10715460,KCNJ12,False,
all_tissues,cg10730148,-,False,
all_tissues,cg10730165,-,False,
all_tissues,cg10733317,FOXO1,False,
all_tissues,cg10738368,LBX2;LOC151534,False,
all_tissues,cg10741308,SORBS1,False,
all_tissues,cg10746447,MAML2,False,
all_tissues,cg10747185,TBL1XR1,False,
all_tissues,cg10759590,KHNYN;CBLN3,False,
all_tissues,cg10761804,KLF16,False,
all_tissues,cg10763374,COMMD3;BMI1,False,
all_tissues,cg10772185,-,False,
all_tissues,cg10786829,-,False,
all_tissues,cg10802680,DIABLO,False,
all_tissues,cg10809958,-,False,
all_tissues,cg10820936,MREG,False,
all_tissues,cg10827754,-,False,
all_tissues,cg10827767,DRG1,False,
all_tissues,cg10848564,-,False,
all_tissues,cg10851251,-,False,
all_tissues,cg10852698,-,False,
all_tissues,cg10859358,TTN,False,
all_tissues,cg10860819,LRRK2,False,
all_tissues,cg10867751,LDLRAP1,False,
all_tissues,cg10882379,CEP170L,False,
all_tissues,cg10894063,-,False,
all_tissues,cg10915716,STK32C,False,
all_tissues,cg10928257,MIR449C;CDC20B,False,
all_tissues,cg10929140,CDKN1C,False,
all_tissues,cg10940462,NRXN2,False,
all_tissues,cg10944802,-,False,
all_tissues,cg10959428,BCAS4,False,
all_tissues,cg10959672,KIAA0319L,False,
all_tissues,cg10967191,-,False,
all_tissues,cg10970143,CCDC19,False,
all_tissues,cg10976975,BMP10,False,
all_tissues,cg10980102,VWF,False,
all_tissues,cg10986043,TCAP,False,
all_tissues,cg10988075,-,False,
all_tissues,cg10991752,-,False,
all_tissues,cg10997248,FXYD2,False,
all_tissues,cg11006267,-,False,
all_tissues,cg11014468,DCP1A,False,
all_tissues,cg11014740,-,False,
all_tissues,cg11018018,-,False,
all_tissues,cg11024522,MUC2,False,
all_tissues,cg11026867,SCNN1A,False,
all_tissues,cg11027221,UNC93B1,False,
all_tissues,cg11045331,AGAP1,False,
all_tissues,cg11061343,C17orf106,False,
all_tissues,cg11065621,SLC10A5,False,
all_tissues,cg11072113,VWCE,False,
all_tissues,cg11086127,PTPRA,False,
all_tissues,cg11091012,NDRG1,False,
all_tissues,cg11093474,-,False,
all_tissues,cg11095027,TOLLIP,False,
all_tissues,cg11104828,-,False,
all_tissues,cg11106287,RGL2,False,
all_tissues,cg11108115,EGFL8,False,
all_tissues,cg11111460,MGC45800,False,
all_tissues,cg11118440,-,False,
all_tissues,cg11134777,INTS1,False,
all_tissues,cg11142013,MIPEP,False,
all_tissues,cg11157127,PHACTR2,False,
all_tissues,cg11176694,CXXC5,False,
all_tissues,cg11183227,MAN2A2,False,
all_tissues,cg11190434,NEURL1B,False,
all_tissues,cg11195298,RGMA,False,
all_tissues,cg11196237,TLX1;TLX1NB,False,
all_tissues,cg11203905,LMNA,False,
all_tissues,cg11209521,GNG12,False,
all_tissues,cg11210357,ZC3H3,False,
all_tissues,cg11222703,-,False,
all_tissues,cg11228052,ASCL1,False,
all_tissues,cg11229864,-,False,
all_tissues,cg11231701,CDK5RAP1,False,
all_tissues,cg11241498,-,False,
all_tissues,cg11245145,DAXX,False,
all_tissues,cg11245205,RASD1,False,
all_tissues,cg11249120,SAMD3,False,
all_tissues,cg11263296,CCDC64,False,
all_tissues,cg11266582,DAPK2,False,
all_tissues,cg11276172,ITPRIP,False,
all_tissues,cg11276388,HIVEP1,False,
all_tissues,cg11278727,-,False,
all_tissues,cg11283860,-,False,
all_tissues,cg11289878,-,False,
all_tissues,cg11290225,KIFC2,False,
all_tissues,cg11301657,EFCAB4B,False,
all_tissues,cg11307823,-,False,
all_tissues,cg11310939,MARCH3,False,
all_tissues,cg11314617,MSC,False,
all_tissues,cg11315153,KHDRBS2,False,
all_tissues,cg11320084,RNF2,False,
all_tissues,cg11320499,ABCC5,False,
all_tissues,cg11324504,SLC16A8,False,
all_tissues,cg11330740,NKX2-5,False,
all_tissues,cg11331678,PLTP,False,
all_tissues,cg11344626,PRDM2,False,
all_tissues,cg11344950,THEM5,False,
all_tissues,cg11348389,TACR1,False,
all_tissues,cg11349093,AP3D1,False,
all_tissues,cg11352083,LOC404266;HOXB6,False,
all_tissues,cg11354266,LOC285954,False,
all_tissues,cg11358405,-,False,
all_tissues,cg11358741,-,False,
